"","term","mean","median","lower","upper","sd","ran_val","group","level"
"3061","number_of_runners_8",-34302.7133502493,-34625.4965872042,-63916.9900535205,-3392.41851524641,45412.6155352244,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3062","number_of_runners_9",-83747.9491613702,-84734.3088217764,-119978.031655886,-47976.4538092169,54600.4238953125,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3063","number_of_runners_10",-50312.2866570317,-48251.3425305075,-91759.6351608795,-9345.88267950466,61455.1208984398,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3064","number_of_runners_11",9405.40071810655,8480.43167458482,-113003.672760919,131830.665582314,189689.396500088,"random","track_id:day_of_week:race_number","BEL:Sun:10"
"3065","race_date",-43.2516950501257,-43.3759593392259,-54.5858472051627,-31.4049339497461,16.9708426219626,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3066","favorite_odds",28997.8524098824,26218.4533260556,-31827.3027538787,86591.683754992,88376.4191697137,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3067","distance_id",20884.117679665,20129.872311108,-15045.0454082367,56159.648178654,55994.1090292286,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3068","purse_usa",-123828.757231462,-122979.442484827,-219400.06254938,-29915.73150348,143644.133609855,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3069","all_NY",39901.9232674339,40004.7185068084,16506.7275137089,62977.6303147541,36158.8810959325,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3070","race_type_Allowance",33514.4521074077,33156.7076010061,-5068.19558663029,71165.8376800748,55434.3549933557,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3071","race_type_Claiming",42719.9657502014,42313.3160992118,14267.1585324882,69821.8471207709,42930.4259319869,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3072","race_type_Maiden_Claiming",-8486.85577686227,-6419.03684174526,-29154.7081290005,13985.6283706172,34967.2087119984,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3073","race_type_Maiden_Special_Weight",-7153.34073262214,-7634.84510712747,-34122.7990481892,18862.2032510129,41511.1887364488,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3074","race_type_Other",-5964.19478365423,-5841.01050907157,-41790.2558458821,30028.1112759913,52796.116428353,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3075","age_restriction_02",-4323.71885577218,-654.083987637232,-40913.6290945191,34860.0080297355,57183.8961571647,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3076","age_restriction_03",-3525.7726334811,-3682.60848665731,-43209.4519557886,36581.5028240965,62336.7241066955,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3077","age_restriction_3U",-2045.40858650151,-802.342470293618,-34768.3753443909,29769.1826296949,50176.8664192954,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3078","sex_restriction_2",8207.87883407792,9263.75031832954,-15336.4085454747,32840.1630725751,36836.7129408048,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3079","sex_restriction_3",6420.5489679966,6248.1854406602,-14869.697971102,27900.4870665787,34317.0038583978,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3080","sex_restriction_Unknown",-12528.6664292681,-11647.3195434754,-35766.1718024734,12910.7182041398,35923.0510303467,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3081","surface_D",348649.727266049,352545.230405718,153611.978704374,541686.273550596,288138.167349521,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3082","surface_T",269095.286121956,267914.768288847,71588.5407105494,465412.930563199,287367.955162066,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3083","number_of_runners_2",250054.771222443,250635.551267591,199787.757329167,298672.058489883,75604.0991645562,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3084","number_of_runners_3",160755.137979375,159813.17009715,130943.281818437,191214.996139418,44485.8504621606,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3085","number_of_runners_5",29821.378374249,30237.5559029444,7118.77672562959,52513.0568839873,34176.8743222322,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3086","number_of_runners_6",2609.94605362562,2163.77649336788,-12946.9463512295,16933.0034418914,23641.8458836641,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3087","number_of_runners_7",9920.18219551803,9711.31835288172,-14463.2956163362,33943.2454767276,37015.4605067149,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3088","number_of_runners_8",-96178.059201398,-96132.0969898946,-134987.676735819,-55481.8186391975,59152.6861742922,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3089","number_of_runners_9",-67351.3948210525,-67088.0490094091,-119135.947362961,-13386.6655470508,81236.5156351558,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3090","number_of_runners_10",-92218.9888238153,-95110.1633129075,-173923.335836414,-8573.98684855518,126319.865545794,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3091","number_of_runners_11",-6907.25121164493,-4744.7106001353,-127596.922341697,115131.416813936,180919.047544811,"random","track_id:day_of_week:race_number","BEL:Thu:1"
"3092","race_date",-53.5920147672144,-53.1130609657274,-66.818737176418,-40.4805052545005,19.1255774916273,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3093","favorite_odds",9874.9922462158,10232.194220667,-49116.7004642101,68061.8968057066,86713.0583666151,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3094","distance_id",-16386.9660545295,-14367.4444820103,-53947.7444718095,22095.1949115458,58129.1787901024,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3095","purse_usa",56766.5335253608,52810.510203759,-51397.282133182,162637.31786771,159431.056257916,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3096","all_NY",348.628890230076,521.458020552076,-23780.4914275762,24280.969452673,34839.725285646,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3097","race_type_Allowance",1291.46505410646,786.13699052557,-34203.763851453,36880.2810000085,54457.8082922955,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3098","race_type_Claiming",39740.2524893106,38143.6384416855,11551.0643163277,67257.1889719258,41834.8304391426,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3099","race_type_Maiden_Claiming",8856.91097543307,9776.35212397317,-12871.3308322674,30648.2169742307,33629.9461505069,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3100","race_type_Maiden_Special_Weight",1819.55179238022,1245.53975559785,-26212.4991826493,30732.7771712068,42840.9190590734,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3101","race_type_Other",-22201.6827214704,-22267.04410647,-55887.5171729533,11461.9726052098,51555.1618617527,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3102","age_restriction_02",1062.17976591804,2809.48860085307,-36157.6565625032,37105.4996209074,54080.9476547106,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3103","age_restriction_03",-9079.99091807654,-9040.7430146344,-46793.3299268172,29661.1615716479,59785.0003532206,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3104","age_restriction_3U",14235.69988669,12302.5008187499,-17235.768431283,44489.9704035449,48306.8245763281,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3105","sex_restriction_2",8759.87851219429,8591.84994704617,-14021.5953404633,31988.2545253904,35003.8393437582,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3106","sex_restriction_3",-2510.01205895541,-2664.11480523638,-23865.1748825614,19117.2328359714,33467.8345426368,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3107","sex_restriction_Unknown",1223.68331950605,1725.68790497041,-22665.5100016453,24155.503377755,36476.8465625979,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3108","surface_D",583047.523970059,579475.501256248,372093.111041415,805911.191059975,319078.140435039,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3109","surface_T",515608.160945671,511060.459485989,295350.40282299,730346.353509844,317105.205900945,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3110","number_of_runners_2",228947.716632375,228626.224150669,187338.802935375,267372.541516706,60404.7021331379,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3111","number_of_runners_3",129326.39041436,129381.83186708,98645.479088547,158021.102333439,44216.3241347747,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3112","number_of_runners_5",35142.19756076,34428.3453078165,14360.9004857678,54356.6371083789,29892.9076433448,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3113","number_of_runners_6",2629.4849953748,2209.78671574665,-12015.0840378876,16562.5525652077,22996.4954100895,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3114","number_of_runners_7",-9536.43482643553,-10102.7018624059,-30160.3337912591,11959.5454749102,33058.2957673482,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3115","number_of_runners_8",-23399.3424507047,-22716.2042076165,-58208.1712976469,11429.6925392611,52736.9891955027,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3116","number_of_runners_9",-88320.9881793266,-89654.1569996697,-142343.679012,-34266.2302662472,80437.1055708295,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3117","number_of_runners_10",-58184.3275048435,-59905.6588225275,-127664.750930022,14605.4083971544,103688.057230452,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3118","number_of_runners_11",-95932.3578715557,-92515.9591853716,-214680.811081823,25018.920748354,182147.422853712,"random","track_id:day_of_week:race_number","BEL:Thu:2"
"3119","race_date",-58.0547360671929,-58.0284970040398,-69.3959270048106,-46.6615745729059,17.0295341605502,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3120","favorite_odds",21166.4761315282,20562.5882040119,-38616.3814555515,82398.6944214743,90418.3539835786,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3121","distance_id",-13652.3232619768,-13683.2238514967,-51001.4587582775,24655.2391795415,58211.620622686,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3122","purse_usa",-70805.0334077461,-71013.9338358421,-184225.318702672,38263.7288988341,156294.742046836,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3123","all_NY",3972.57825722812,4610.80447060055,-20735.603470928,28344.9113336989,37017.6817120754,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3124","race_type_Allowance",-20934.7362790817,-21098.4396157216,-54802.9230058185,12540.7862192304,50823.4922080117,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3125","race_type_Claiming",32862.3742583635,32370.6913751369,5115.2754320878,61124.6091007083,43980.8487921485,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3126","race_type_Maiden_Claiming",12107.9677796052,12539.895698168,-9007.0676887448,35559.1902722844,34118.1217034192,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3127","race_type_Maiden_Special_Weight",6125.62031398552,5952.30070721921,-21311.1736102455,36338.1683765968,43899.8306020887,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3128","race_type_Other",-31519.1018778522,-31400.5511372879,-70137.9254544278,7530.23849734929,58650.1423519745,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3129","age_restriction_02",32126.0497986603,32397.3513667272,-6236.3875068772,73182.4754979113,59467.3871382707,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3130","age_restriction_03",-32527.9606505543,-31140.010949893,-71068.8960079722,7218.06419085861,61128.8544124854,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3131","age_restriction_3U",12781.8028459021,11827.843228549,-18384.7242428067,43457.0692378537,48602.3812145352,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3132","sex_restriction_2",12981.8778576975,12297.411426573,-11685.0176554742,36222.9178896207,36076.7808188315,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3133","sex_restriction_3",-7989.69580300902,-8057.65714870572,-30013.6358132477,13904.5040616794,34689.8492240019,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3134","sex_restriction_Unknown",12239.5213330477,11720.3272727418,-14092.6863046757,37206.5521085635,38118.0422288493,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3135","surface_D",651614.128812651,649040.34107242,453305.012616353,847678.717353622,288670.77866214,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3136","surface_T",619534.642038434,619138.89426407,426310.021564827,810126.477531911,285120.533425082,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3137","number_of_runners_2",259911.800965107,259571.901805106,210571.976083735,306625.275580203,70469.0020234666,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3138","number_of_runners_3",168597.700459002,167773.577054652,135260.269619016,201827.494406324,50082.8962334273,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3139","number_of_runners_5",34348.4627869456,34029.3853598192,12842.5548301773,55938.2601685142,31787.0564050105,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3140","number_of_runners_6",4478.22732269727,3753.33239280927,-10141.1752555734,18042.3448083143,23201.738010317,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3141","number_of_runners_7",-6371.85065395555,-6330.97884061773,-31395.3265550635,18547.3278060137,36447.8842424119,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3142","number_of_runners_8",-13040.9713029395,-13341.7402968222,-51023.1978345764,23781.3042163333,55997.0528634025,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3143","number_of_runners_9",-48909.0555115844,-49658.8184383676,-113432.945079432,17213.3274674345,96879.5029240119,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3144","number_of_runners_10",-94328.2735404519,-93534.1914839211,-183366.95720317,-8859.8076485007,129026.316341057,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3145","number_of_runners_11",-51894.5025587132,-50243.7169781093,-173520.630082814,65633.2715418328,186707.216060921,"random","track_id:day_of_week:race_number","BEL:Thu:3"
"3146","race_date",-20.7965456128357,-20.8968631174574,-29.9033462607612,-12.0300784512799,13.3101737067731,"random","track_id:day_of_week:race_number","BEL:Thu:4"
"3147","favorite_odds",-28215.6283119725,-28129.328105979,-74842.5572867815,17803.8035247781,71384.5847909342,"random","track_id:day_of_week:race_number","BEL:Thu:4"
"3148","distance_id",-43470.2088188941,-41435.2477024964,-76484.1417115515,-10272.7414705478,50824.7781366749,"random","track_id:day_of_week:race_number","BEL:Thu:4"
"3149","purse_usa",-40323.3909183248,-43367.977702719,-127568.418422756,42995.2929121549,131924.989599202,"random","track_id:day_of_week:race_number","BEL:Thu:4"
"3150","all_NY",-3625.06027079126,-3869.13132365828,-23588.3485260164,16540.1932389406,29085.1951113461,"random","track_id:day_of_week:race_number","BEL:Thu:4"
"3151","race_type_Allowance",-19575.9953941094,-19467.7766921695,-50233.209528857,10114.5557586701,44868.4793318547,"random","track_id:day_of_week:race_number","BEL:Thu:4"
"3152","race_type_Claiming",25139.418272205,24040.0023157534,250.683202819823,49899.4294386139,37568.6032213109,"random","track_id:day_of_week:race_number","BEL:Thu:4"
"3153","race_type_Maiden_Claiming",400.490254051591,1917.18742182199,-19224.9221088009,21161.7318018904,31477.4367556087,"random","track_id:day_of_week:race_number","BEL:Thu:4"
"3154","race_type_Maiden_Special_Weight",17889.5633116975,17478.9718821467,-6594.50460385826,40660.0387348931,35971.0786545867,"random","track_id:day_of_week:race_number","BEL:Thu:4"
"3155","race_type_Other",-26347.0441094205,-25487.4078513261,-57887.6725471915,5443.78996203052,46896.9402682004,"random","track_id:day_of_week:race_number","BEL:Thu:4"
